feature,mean_importance,fold_occurrences
MAST2,4.9495860002934934e-05,5
TLR6,4.778014166125407e-05,3
KIF18B,4.742281453218311e-05,5
TKTL1,4.6373147051781415e-05,5
IL27RA,4.580575914587825e-05,5
TLR3,4.513181920628995e-05,5
SLC6A6,4.4513295870274304e-05,5
MOCOS,4.4292843085713685e-05,5
RNASEL,4.4243215234018864e-05,5
ABCA5,4.4118374353274704e-05,5
SLCO2A1,4.397623706609011e-05,5
KLKB1,3.9685206138528885e-05,5
CYP7B1,3.773630887735635e-05,5
AHR,3.468543291091919e-05,5
EXOC2,3.417052503209561e-05,5
DVL2,3.088179073529318e-05,4
SP110,2.5060422558453865e-05,4
PTGS2,2.3564854927826673e-05,5
CBFA2T3,2.3030479496810585e-05,5
ACSM1,2.0182989828754216e-05,5
LDLR,1.9461323972791433e-05,5
PCSK9,1.9298402185086162e-05,5
ITIH3,1.8080945301335306e-05,5
AKAP1,1.7085616127587856e-05,5
GABRA3,1.5235586033668369e-05,5
ABAT,0.0,3
ABCF2,0.0,2
ACOX2,0.0,5
ACOX3,0.0,5
ACVRL1,0.0,5
ADAM10,0.0,1
ADSL,0.0,2
AFG3L2,0.0,1
AKR1D1,0.0,1
AKT1,0.0,1
ALAS1,0.0,1
ALDH1A2,0.0,5
ALDH1A3,0.0,2
ALOX15B,0.0,5
ANGPT1,0.0,5
ANKH,0.0,5
AP2B1,0.0,5
AP3B1,0.0,5
APOH,0.0,3
ARAF,0.0,1
ARHGEF6,0.0,5
ASL,0.0,1
ATP2A2,0.0,5
ATP6V0A4,0.0,5
B3GAT1,0.0,4
B3GNT3,0.0,3
BAIAP2,0.0,2
BARD1,0.0,5
BCAR1,0.0,5
BIRC3,0.0,1
BMPR1B,0.0,2
BTRC,0.0,5
C1R,0.0,3
CALD1,0.0,5
CAMK1D,0.0,5
CAPN3,0.0,5
CASQ1,0.0,1
CCR1,0.0,3
CCR2,0.0,4
CCR8,0.0,1
CCSER2,0.0,5
CCT5,0.0,1
CD86,0.0,4
CD96,0.0,5
CDCP1,0.0,5
CFI,0.0,5
CHFR,0.0,2
CKAP4,0.0,2
CLPB,0.0,5
CNDP2,0.0,1
COG2,0.0,1
COMP,0.0,4
COPB2,0.0,5
COX10,0.0,1
CPE,0.0,5
CPQ,0.0,4
CRP,0.0,4
CTSE,0.0,2
CYP2S1,0.0,1
CYP8B1,0.0,4
DCAF11,0.0,3
DDX4,0.0,5
DEPDC1,0.0,2
DHCR7,0.0,5
DLG1,0.0,5
DNTT,0.0,2
DPYSL3,0.0,4
DRC1,0.0,5
DTX4,0.0,1
DYRK3,0.0,4
EED,0.0,1
EGR2,0.0,5
EIF2AK2,0.0,4
ELL,0.0,1
ELL2,0.0,4
EOMES,0.0,3
ERAP2,0.0,5
ERCC3,0.0,5
ESR2,0.0,5
ETS2,0.0,1
ETV1,0.0,5
EWSR1,0.0,4
EXOSC10,0.0,4
F10,0.0,5
F7,0.0,3
FASLG,0.0,2
FBXO7,0.0,2
FBXW11,0.0,1
FCN1,0.0,4
FERMT2,0.0,1
FGF13,0.0,4
FGGY,0.0,3
FOXJ2,0.0,2
FRK,0.0,5
FZD7,0.0,5
GFPT2,0.0,5
GNPAT,0.0,1
GPR65,0.0,2
GPR87,0.0,1
GPRC5C,0.0,4
GRB7,0.0,5
GZMK,0.0,1
HLA-G,0.0,1
HMMR,0.0,5
HNRNPU,0.0,2
HS6ST2,0.0,1
HSPA2,0.0,5
HSPA4L,0.0,5
HSPA5,0.0,2
HSPA9,0.0,4
HSPH1,0.0,5
ICAM5,0.0,1
IL10RA,0.0,1
ILVBL,0.0,4
IMMT,0.0,5
INMT,0.0,2
IPO4,0.0,5
IRAK2,0.0,4
ITGA9,0.0,5
ITGB5,0.0,5
ITGB7,0.0,2
KAZN,0.0,5
KCND1,0.0,5
KIF20A,0.0,1
KLF3,0.0,2
LAMP3,0.0,2
LBR,0.0,3
LCK,0.0,3
LPL,0.0,5
LRRC8C,0.0,5
LSR,0.0,1
MARK3,0.0,5
MCM3,0.0,1
ME1,0.0,5
ME2,0.0,2
MEIS2,0.0,5
MEP1B,0.0,5
MLPH,0.0,2
MMP1,0.0,1
MMP9,0.0,5
MPP2,0.0,2
MTNR1A,0.0,4
MX1,0.0,5
MYF6,0.0,5
NAP1L2,0.0,5
NCL,0.0,4
NCOA4,0.0,1
NDST2,0.0,5
NEDD4L,0.0,5
NEUROD1,0.0,5
NEXN,0.0,5
NPY4R,0.0,5
NR3C1,0.0,5
NR4A3,0.0,3
OAS1,0.0,3
OASL,0.0,5
PABPC4,0.0,3
PAX6,0.0,5
PDLIM5,0.0,4
PDP1,0.0,2
PENK,0.0,5
PEX5,0.0,1
PFKFB1,0.0,1
PFKP,0.0,1
PHGDH,0.0,1
PIGR,0.0,5
PKLR,0.0,5
PKP1,0.0,5
PLA2G7,0.0,2
PLAG1,0.0,3
PLK1,0.0,1
PLK2,0.0,3
PNPT1,0.0,1
PPM1D,0.0,3
PPP1R15A,0.0,2
PPP1R15B,0.0,1
PRF1,0.0,5
PRMT3,0.0,1
PRMT5,0.0,1
PRPF3,0.0,1
PSIP1,0.0,2
PSMC4,0.0,2
PSMD3,0.0,1
PTGER4,0.0,3
PTGIS,0.0,4
RAD21,0.0,5
RAD54L,0.0,1
RALGDS,0.0,3
RANBP10,0.0,1
RASGRP1,0.0,5
RPS6KA5,0.0,5
SEC14L1,0.0,5
SELE,0.0,5
SERPINA5,0.0,5
SERPINA6,0.0,1
SERPINB2,0.0,5
SERPINC1,0.0,2
SF3A1,0.0,1
SFMBT1,0.0,5
SGMS1,0.0,1
SHC1,0.0,2
SIRPA,0.0,1
SKIL,0.0,1
SLC16A6,0.0,1
SLC28A2,0.0,1
SLC2A4,0.0,1
SLC6A12,0.0,5
SMAD3,0.0,5
SMARCC1,0.0,5
SMC6,0.0,5
SMURF2,0.0,1
SNX14,0.0,2
SNX9,0.0,2
SOAT2,0.0,1
SRPX,0.0,1
ST8SIA4,0.0,3
STAT4,0.0,5
STAU1,0.0,4
SUPV3L1,0.0,4
SYBU,0.0,5
SYK,0.0,5
SYT12,0.0,3
SYT13,0.0,1
TACR1,0.0,1
TAF6,0.0,1
TAP1,0.0,1
TAT,0.0,5
TCP11,0.0,5
TFCP2L1,0.0,3
TFDP1,0.0,3
TGFB2,0.0,3
TGFBI,0.0,5
TGM2,0.0,5
TJP3,0.0,5
TLK1,0.0,4
TM7SF3,0.0,1
TRAT1,0.0,3
TRIM5,0.0,2
TTC39B,0.0,1
UBA2,0.0,1
UBA7,0.0,2
VLDLR,0.0,2
VNN1,0.0,5
WAS,0.0,1
WLS,0.0,5
XRCC6,0.0,2
sample__aa_A__event_ST__count,0.0,5
sample__aa_D__event_ST__count,0.0,5
sample__aa_F__event_ST__count,0.0,5
sample__aa_H__event_ST__count,0.0,5
sample__aa_I__event_ST__count,0.0,5
sample__aa_M__event_ST__count,0.0,5
sample__aa_M__event_S__count,0.0,5
sample__aa_N__event_ST__count,0.0,5
sample__aa_P__event_ST__count,0.0,5
sample__aa_V__event_ST__count,0.0,5
sample__aa_W__event_S__count,0.0,5
sample__blank_gene_count,0.0,5
sample__event_FS__multi_gene_count,0.0,5
sample__event_M__multi_gene_count,0.0,5
sample__event_ST__multi_gene_count,0.0,5
sample__event_S__multi_gene_count,0.0,5
